tag,word_type,arabic,english,arabic_latin,
time, (adv),أنجئ,barely,2nja2,
time, (v),تسرّع,be hasty,tsaraa3,
time, (v),تأخّر,be late,t2akhaar,
time, (v),ختير,become old,khatyar,
time, (n),تقويم,calendar,ta2wym,
time, (adv),بعد بكرا,day after tomorrow,ba3d bokraa,
time, (adv),أوّل مبارح,day before yesterday,2wwl mbaar7,
time, (v),أمهل,defer,2amhala,
time, (v),أخّر,delay,2akhaar,
time, (p),خلال,during,khelaal,
time, (adj),بكّير,early,bakkyr,
time, (adj),مبكّر,early,mobakker,
time, (adj),أزليّ,eternal (eternity past),2azaleyy,
time, (adv),أخيراً,finally,2khyraaan,
time, (adv),آخر شي,finally,aakhr shy,
time, (adj),أوّل مرّة,first-time,2wwl mrrh,
time, (adj),سابق,former,saabe2,
time, (n),جيل,generation,jyl,
time, (v),بكّر,get up early,bakaar,
time, (adj),تدريجي,gradual,tdryjy,
time, (adv),تدريجيّاً,gradually,tadryjeyyaaan,
time, (adj),عاجل,hasty,3aaajel,
time, (adj),تاريخي,historical,taarykhy,
time, (p),بعد قدّيش؟,how long . . . ?,b3d 2ddysh؟,
time, (adv),بعد شوي,in a bit,ba3d shway,
time, (adv),سلف,in advance,salaf,
time, (adj),إبتدائي,initial,2btedaa2y,
time, (n),شهر الماضي,last month,shhr aalmaaDy,
time, (adv),مؤخّراً,lately,mo2khkhraaan,
time, (adv),بعدين,later,ba3dayn,
time, (p),بوقت لاحق,later on,bewa2et laa7e2,
time, (adv),قديمًا,long ago,2adeymanaa,
time, (adj),ترتيب موقّت,makeshift,trtyb mwa2aat,
time, (n),آذار,March,aaazaar,
time, (n),أيّار,May,2ayyaar,
time, (p),بالوقت,meanwhile,beaalwa2t,
time, (adj),حديث,modern,7dys,
time, (adv),أكتر الأحيان,most of the time,2ktr aal27yaan,
time, (adv),غالباً,mostly,ghaalebaaan,
time, (if),الجاي,next,aaljaay,
time, (adv),ما عاش,no longer,maa 3aash,
time, (n),تشرين التاني,November,teshryn aaltaany,
time, (n),تشرين الأوّل,October,tshryn aal2wwl,
time, (adj),عتق,old,3et2,
time, (adv),أوّل ما,once,2wwl maa,
time, (n),أوفر تايم,overtime,overtime,
time, (adv),بتروّي,patiently,btrwwy,
time, (adv),بشكل دايم,permanently,bshkl daaym,
time, (n),سابق,precedent,saab2,
time, (n),ثانيّة,second [unit of time],saanyyh,
time, (n),أيلول,September,2aylwl,
time, (adv),قريبًا,shortly,2areybanaa,
time, (adv),شوي شوي,slowly,shwy shwy,
time, (adv),أحياناً,sometimes,27yaanaaan,
time, (n),تمضية,spending [time],tamDyah,
time, (n),صيفيّة,summer,Syfyyh,
time, (n),ترم,the time of,terem,
time, (n),تكتكة,tick,tktkeh,
time, (n),تكّة,tick,takkh,
time, (n),إنفجار موقّت,timed explosion,2nfjaar mowa22t,
time, (n),جدول زمني,timeline,jadwal zamany,
time, (n),توقيت,timing,tw2yt,
time, (n),بكرا,tomorrow,bkraa,
time, (n),أسبوع,week,2esbow3,
time, (n),جمعة,week,jom3ah,
time, (adv),أسبوعياً,weekly,2sbw3yaaan,
time, (adv),قديش السّاعة؟,what time is it?,2dysh aalssaa3ah,
time, (adv),أيمتى؟,when?,2ymtaa,
time, (p),أيمتين,when?,2ymtyn,
time, (n),شتويّة,winter,shatweyyh,
time, (p),حا,[future marker],7aa,
time, (ph),الخمسينات من القرن التّاسع عشر,1850's,aalkhamsynaat men aal2arn aalttaase3 3ashar,
time, (ph),كان رح,about [to do s.t.],kaan r7,
time, (ph),ع توقيت,according to a certain time zone,3a taw2yt,
time, (ph),بعد مرّة,another time,b3d mrrh,
time, (ph),ظبّط الوقت,arrange a time,ZabaaT aalwa2et,
time, (ph),أيّ ساعة؟,at what time?,2yy saa3ah,
time, (ph),بعده,he still,b3dh,
time, (ph),بهالوقت,in the meantime,bhaalw2t,
time, (ph),وقتا؟,Is this the right time for this?,w2taa,
time, (ph),آخر فترة,lately,aakhr ftrah,
time, (ph),خاص بفترة بعد الحرب,postwar,khaaS bftrah b3d aal7rb,
time, (ph),تاريخ اليوم,today's date,taarykh aalyawm,
time, (ph),طرفة,twinkling of an eye,Tarfah,
time, (ph),لهلا,until now,lahalaa,
people, (n),هرون,Aaron,hrowno,
people, (n),عبدنغو,Abednego,3abdanaghow,
people, (n),أبيمالك,Abimelech,2abeymaaaleko,
people, (n),أبرام,Abram,2abraaamo,
people, (n),آدم,Adam,aadamo,
people, (if),بالغ,adult,baalgh,
people, (adv),لوحدي,alone,lw7dy,
people, (n),أندراوس,Andrew,2andaraaawos,
people, (adj),آخر,another,aakhar,
people, (v),تسمّى,be named,tsamaa3,
people, (adj),مؤمن بألله,believer in God,m2mn b2llh,
people, (n),بوذا,Buddha,bwzaa,
people, (adj),بوذي,Buddhist,bwzy,
people, (n),إبتهاج,cheer,2bthaaj,
people, (n),بوطة,clique,bwTah,
people, (adj),جبان,cowardly,jbaan,
people, (n),دان,Dan,daaano,
people, (n),دانيآل,Daniel,daaaneyaalo,
people, (n),داود,David,daaawodo,
people, (n),إبليس,devil,2blys,
people, (adj),خاين,disloyal,khaayen,
people, (adj),قليل الإحترام,disrespectful,2alyl aal27teraam,
people, (n),أستير,Esther,2styr,
people, (n),حما,father-in-law,7amaaa,
people, (n),خطيب,fiancé,khaTyb,
people, (n),خطيبة,fiancée,khaTybeh,
people, (n),الإسم الكريم,first name,aal2sm aalkrym,
people, (n),خليفة,follower,khalyfeh,
people, (n),جيل,generation,jyl,
people, (adj),خيّر,generous,khayyer,
people, (n),غروب,group,groupe,
people, (n),غجر,gypsy,ghjr,
people, (n),عبرانيّ,Hebrew,3ebraaaneyy,
people, (n),بطل,hero,baTl,
people, (adj),مكرّم,honored,mokarram,
people, (n),ضيافة,hosting,Deyaaafah,
people, (n),بشر,human,bashar,
people, (adj),إنساني,human,2ensaaaney,
people, (adj),بشريّ,human,bashareyy,
people, (n),إنسانيّة,humanity,2nsaanyyh,
people, (n),بشريّة,humankind,bashareyyah,
people, (adj),إبن البلد,indigenous,2bn aalbld,
people, (n),إشعياء,Isaiah,2sh3yaa2,
people, (n),إرميا,Jeremiah,2rmyaa,
people, (n),أيوب,Job,2ywb,
people, (n),إسم,name,2esm,
people, (n),اسم,name,aaesmon,
people, (adj),أنيق,neat,2ny2,
people, (n),ابن أخت,nephew,aabno 2okht,
people, (n),جاي جديد,newcomer,jaay jdyd,
people, (n),نسمة,person,nsmh,
people, (n),حاجّ,pilgrim,7aajj,
people, (n),بابا لفاتيكان,Pope of the Vatican,baabaa lfaatykaan,
people, (n),أفضلية,preference,2fDlyeh,
people, (n),بطل الفيلم,protagonist,bTl aalfylm,
people, (n),حاخام,rabbi,7aakhaam,
people, (adj),قليل الأدب,rude,2alyl aal2db,
people, (n),مار تقلا,Saint Takla,maar ta2laa,
people, (n),بابا نويل,Santa Claus,baabaa nwyl,
people, (adj),جدّي,serious,jaddy,
people, (n),خيال,shadow,khyaal,
people, (n),سيلا,Silas,seylaaa,
people, (if),قاعد,sitting awake,2aa3d,
people, (p),حدا,someone,7adaa,
people, (n),إحصاء,statistic,27Saa2,
people, (n),تتر,tatar,tatar,
people, (n),دافع الضرايب,taxpayer,daaf3 aalDraayb,
people, (n),الكبار,the adults,aalkbaar,
people, (n),البدو,the Bedouin people,aalbadw,
people, (n),الصغار,the children,aalSghaar,
people, (adj),بعد ما تخرّج,undergraduate,b3d maa tkhrrj,
people, (adj),عزّابي,unmarried,3zzaaby,
people, (n),مرا,wife,mraa,
people, (n),شابّ,young man,shaabb,
people, (n),شبيبة,youth,shabeybeh,
people, (ph),تجمّع حشد كبير,crowd,tjmm3 7shd kbyr,
people, (ph),إبن حلال,good person,2bn 7alaal,
people, (ph),بحسّ بشي تجاه,i feel something toward [s.o.],b7ss bshy tjaah,
people, (ph),"بحسّ بـ ""إسم"" من",I feel something toward [s.o.],b7ess bـe2sm men,
people, (ph),خفيف الدم,nice to be around,khfyf aaldm,
people, (ph),غيري,someone other than me,ghyry,
people, (ph),السامري الصالح,the Good Samaritan,aalsaamery aalSaale7,
people, (ph),مع مين؟,with whom?,m3 myn,
relationships, (n),تعنيف,abuse,t3nyf,
relationships, (p),حسب,according to,7aseb,
relationships, (n),إعجاب,admiration,23jaab,
relationships, (v),ستبعد,alienate,stab3ad,
relationships, (n),تعصيب,anger,t3Syb,
relationships, (v),تعدّى,assault,t3addaa,
relationships, (v),تجنّب,avoid,tjnnb,
relationships, (v),تحاشى,avoid,t7aashaa,
relationships, (v),تفادى,avoid,tafaaadaaa,
relationships, (v),تحشّر,be nosey,t7ashaar,
relationships, (v),تخبثن,be spiteful,tkhabsan,
relationships, (adj),حبيب,beloved,7byb,
relationships, (v),خان,betray,khaan,
relationships, (n),خيانة,betrayal,khyaaneh,
relationships, (v),ستعار,borrow,st3aar,
relationships, (n),إزعاج,bother,2z3aaj,
relationships, (v),تسامر,chat with one another in the evening or at night,tasaaamar,
relationships, (n),إبتهاج,cheer,2bthaaj,
relationships, (n),إرتكاب,committing,2ertekaab,
relationships, (n),تسوية,compromise,tswyeh,
relationships, (v),تّصل,contact,taaSal,
relationships, (v),تعارض,contrast,t3aarD,
relationships, (n),بنت خال,"cousin [female, maternal]",bnt khaal,
relationships, (n),بكي,crying,bky,
relationships, (v),تعامل,deal with,t3aaml,
relationships, (v),تّكل,depend on,ttkl,
relationships, (v),تكل,depend on,taakal,
relationships, (v),تحدّث,discuss,t7adaas,
relationships, (v),تناقش,discuss,tnaa2sh,
relationships, (if),خاطب,engaged,khaaTeb,
relationships, (n),خطبة,engagement,khoTbeh,
relationships, (v),ستكرد,exploit,stkrd,
relationships, (n),إستغلال,exploitation,2steghlaal,
relationships, (v),توصّى,favor,twaSSaa,
relationships, (v),ستحى,feel shy,sta7aa,
relationships, (n),خطيب,fiancé,khaTyb,
relationships, (n),خطيبة,fiancée,khaTybeh,
relationships, (v),تقاتل,fight,t2aatl,
relationships, (v),تخانق,fight with,tkhaana2,
relationships, (v),غازل,flirt,ghaazal,
relationships, (v),غفر,forgive [s.t.],ghafar,
relationships, (n),غفران,forgiveness,ghofraan,
relationships, (if),غافر,forgiving,ghaafer,
relationships, (v),خطب,get engaged,khaTab,
relationships, (v),تجوّز,get married,tjwwz,
relationships, (n),تنازلات,give and take,tnaazolaat,
relationships, (n),ثرثرة,gossip,srsrah,
relationships, (n),جوز,husband,jowz,
relationships, (v),تدخّل,interfere,tdakhaal,
relationships, (n),تدخّل,intervention,tadakhool,
relationships, (n),إلفة,intimacy,2lfah,
relationships, (n),تورّط,involvement,tawarooT,
relationships, (adj),غيران,jealous,ghayraan,
relationships, (adj),غيّور,jealous,ghayywr,
relationships, (n),غيرة,jealousy,gheyrah,
relationships, (v),باس,kiss,baas,
relationships, (v),تّكأ,lean on,ttka2,
relationships, (v),خلّف,leave behind,khllf,
relationships, (n),ترابط,linkage,traabT,
relationships, (n),خليل,lover,khlyl,
relationships, (adv),بمحبّة,lovingly,bema7abbh,
relationships, (v),تصالح,make peace with,tSaala7,
relationships, (adj),متزوّج,married,metzwwej,
relationships, (adj),متجوّز,married,metjwwez,
relationships, (adj),مجوّز,married,mjwwaz,
relationships, (v),تزوّج,marry,tzawaaj,
relationships, (v),توسّط,mediate,twssT,
relationships, (v),تعرّف,meet,t3araaf,
relationships, (v),شتاق,miss [s.o.],shtaa2,
relationships, (n),جنحة,offense,jn7ah,
relationships, (v),شترك,participate,shtarak,
relationships, (n),إذن,permission,2zn,
relationships, (v),تحركش,provoke [a response],t7arkash,
relationships, (adj),جفص,pushes people away,jofeS,
relationships, (v),تفاهم,reach an understanding,tfaaham,
relationships, (v),تطمّن,reassure,tTamaan,
relationships, (n),إستقبال,reception,2st2baal,
relationships, (v),بيقرب,related,by2rb,
relationships, (n),إطلاق,release,2Tlaa2,
relationships, (n),إحترام,respect,27teraam,
relationships, (adv),بإحترام,respectfully,b27traam,
relationships, (adj),تافه,ridiculous,taafeh,
relationships, (v),تلاقى,run into [s.o.],tlaa2aa,
relationships, (n),تنازل,sacrifice,tanaazel,
relationships, (n),إنفصال,separation,2enfeSaal,
relationships, (v),شارك,share,shaarak,
relationships, (v),جافى,shun,jaafaa,
relationships, (adj),إجتماعي,social,2jtemaa3y,
relationships, (v),ستغلّ,take advantage of,staghall,
relationships, (v),حاكى,talk to [s.o.],7aakaa,
relationships, (v),ثرثر,talk too much,sarsar,
relationships, (n),تسامح,tolerance,tasaamo7,
relationships, (v),تسامح,tolerate,tsaama7,
relationships, (p),تجاه,toward,tejaah,
relationships, (n),تفاهم,understanding,tfaahm,
relationships, (n),ترحيب,welcome,tar7yb,
relationships, (n),مرا,wife,mraa,
relationships, (adv),بلأمنة,with baseness,bel2maneh,
relationships, (ph),خوش بوش,chummy,khwsh bwsh,
relationships, (ph),غالي عقلبي,dear to my heart,ghaaly 32lby,
relationships, (ph),بده يستقوي عليها,he intimidates her,bdh yst2wy 3lyhaa,
relationships, (ph),بعتذر من,I apologize,ba3tzr mn,
relationships, (ph),بحسّ بشي تجاه,i feel something toward [s.o.],b7ss bshy tjaah,
relationships, (ph),إجاني رسالة,I got a message,2jaany resaaleh,
relationships, (ph),غلّطت بحقّ,I made a mistake against,ghalaaTet be7a22,
relationships, (ph),بدي موت عنه,i want to die for him,bdy mwt 3nh,
relationships, (ph),بدي شوفه,I want to see him,bdy shwfh,
relationships, (ph),بدّي سلّم كلّ شي لإله,I want to surrender everything to him,bddy sllm kll shy l2lh,
relationships, (ph),بردّلك خبر,I will give you an answer,brddlk khbr,
relationships, (ph),بعتذر منه,I'm sorry because of [what i did],be3tezer menoh,
relationships, (ph),بصحبة,in the company of,bSo7bah,
relationships, (ph),إجحاف بحقّه,it's unfair to him,2ej7aaf be7a22h,
relationships, (ph),خلينا نضلّ على تواصل,let us stay in contact,khlynaa nDll 3laa twaaSol,
relationships, (ph),جدل بيزنطي,long argument with no result,jdl byzanTy,
relationships, (ph),إتكالي,my reliance,2tkaaly,
relationships, (ph),تقيل الدم,no fun,t2yl aaldm,
relationships, (ph),تجوّز للمرّة تانية,remarry,tjwwz llmrrh taanyeh,
relationships, (ph),إنت حرّفت حكيّ,you twisted my speech,2nt 7rrft 7kyy,
communication, (v),ستوعب,absorb,staw3ab,
communication, (v),تهم,accuse,taham,
communication, (v),جاوب,answer,jaawab,
communication, (n),جواب,answer,jawaab,
communication, (v),توضّح,appear clearly,twDD7,
communication, (n),تقدير,appreciation,t2dyr,
communication, (v),جادل,argue,jaadal,
communication, (v),تحاشى,avoid,t7aashaa,
communication, (n),غسيل دماغ,brain wash,ghasyl dmaagh,
communication, (n),تواصل,calling,twaaSol,
communication, (adv),بهدوء,calmly,behodw2,
communication, (v),تسامر,chat with one another in the evening or at night,tasaaamar,
communication, (v),تملّق,coax,tmll2,
communication, (n),تعليق,comment,t3ly2,
communication, (v),تواصل,communicate with,twaaSal,
communication, (v),تذمّر,complain,tzamaar,
communication, (v),شتكى,complain,shtakaa,
communication, (n),مباحثة,conferring,mbaa7sh,
communication, (adj),بنّاء,constructive,bnnaa2,
communication, (v),تشاور,consult,tshaawr,
communication, (n),إتّصال,contact,2ttSaal,
communication, (v),تّصل,contact,taaSal,
communication, (adj),إنتقادي,critical,2nt2aady,
communication, (v),شتم,curse,shatam,
communication, (v),حاور,debate,7aawr,
communication, (n),تعريف,definition,t3ryf,
communication, (v),شجب,denounce,shjb,
communication, (n),تعليمات,directive,t3lymaat,
communication, (v),تباحث,discuss,tbaa7as,
communication, (v),تحدّث,discuss,t7adaas,
communication, (v),تناقش,discuss,tnaa2sh,
communication, (v),جرجر,drag [s.o.] through mud,jarjar,
communication, (n),تشديد,emphasis,tashdyd,
communication, (v),توسّل,entreat,twssl,
communication, (v),شرح,explain [extensively],shara7,
communication, (n),تعبير,expression,ta3byr,
communication, (v),تخانق,fight with,tkhaana2,
communication, (v),تغزّل,flatter,tghazaal,
communication, (adj),غنوج,flirty?,ghonwj,
communication, (n),بنية,format,bnyeh,
communication, (n),ثرثرة,gossip,srsrah,
communication, (n),تكشيرة,grin,tkshyrah,
communication, (n),تذمّر,grumbling,tazamoor,
communication, (n),تلميح,hint,tlmy7,
communication, (p),بصراحة,honestly,beSaraa7ah,
communication, (n),توريط,implication,twryT,
communication, (v),بلّغ,inform,balaagh,
communication, (v),أصّر,insist,2SSr,
communication, (n),تركيب,installation,trkyb,
communication, (n),تأخير,interception,t2khyr,
communication, (n),إينترنيت,Internet,Internet,
communication, (v),جأر,look at disapprovingly,j2r,
communication, (v),تحجّج,make an excuse,t7jjj,
communication, (v),تخّن,make [s.t.] thick,takhaan,
communication, (n),تلاعب,manipulation,talaa3ob,
communication, (adj),بلا معنى,meaningless,blaa m3naa,
communication, (n),تأمّل,meditation,t2mool,
communication, (v),ذكر,mention,zakar,
communication, (v),تمسخر,mock,tmaskhar,
communication, (v),تمتم,mutter,tamtam,
communication, (v),ترجّى,plead with,trajjaa,
communication, (n),ترويج,promotion,tarwyj,
communication, (v),تحركش,provoke [a response],t7arkash,
communication, (n),تلفون عمومي,public phone,tlfwn 3mwmy,
communication, (n),إقتباس,quote,22tbaas,
communication, (v),تفاهم,reach an understanding,tfaaham,
communication, (v),تطمّن,reassure,tTamaan,
communication, (n),بريد مسجّل,registered mail,bryd msjjal,
communication, (n),بريد عادي,regular mail,bryd 3aady,
communication, (v),ذكّر,remind [s.o.],zakaar,
communication, (n),تذكير,reminder,tazkyr,
communication, (v),تجاوب,respond,tjaawab,
communication, (n),بلاغة,rhetoric,blaaghah,
communication, (v),خانق,scold,khaana2,
communication, (n),بند,section,band,
communication, (v),بعت,send,ba3at,
communication, (v),تباهى,show off,tbaahaa,
